,问题,来源,mc,问答对
383,为避免考试违规，考生应提前阅读哪些文件？,127,"Option A: 《笔试考场规则》和《外语听说测试注意事项》
Option B: 《考场纪律手册》和《考试应急指南》
Option C: 《笔试考场规则》《外语听说测试考场规则》和《外语听力考试注意事项》
Option D: 教育部发布的通用考试规范
Answer: C",C
384,数学科目考试禁止迟到考生进入考场的时间是几点？,128,"Option A: 2:45  
Option B: 3:15  
Option C: 4:30  
Option D: 9:15  
Answer: B",B
385,6月8日下午的外语笔试考试，考生最晚几点可以进入考点？,128,"Option A: 2:30  
Option B: 2:45  
Option C: 3:00  
Option D: 4:30  
Answer: B",B
386,外语听说测试考生需要提前多久到达考点报到？,128,"Option A: 提前45分钟  
Option B: 提前35分钟  
Option C: 提前30分钟  
Option D: 提前15分钟  
Answer: A",A
387,秋季外语听力考试允许使用蓝牙耳机吗？,129,"Option A: 允许  
Option B: 不允许  
Option C: 视情况而定  
Option D: 可以临时借用  
Answer: B",B
388,考生需要为秋考英语听力考试准备什么设备？,129,"Option A: 蓝牙耳机
    Option B: 带有耳机（蓝牙耳机除外）的收音机
    Option C: 不需要自带设备
    Option D: 录音笔
    Answer: B",B
389,秋考英语听力对收音机的使用要求是什么？,129,"Option A: 考场统一提供收音机，无需自备  
Option B: 必须使用蓝牙耳机配合收音机  
Option C: 自备带非蓝牙耳机的收音机并确保正常使用  
Option D: 允许使用电子存储式收音机  
Answer: C",C
390,梅山、大屯等考区的非英语外语考生需要自备收音机吗？,130,"Option A: 不需要  
Option B: 需要  
Option C: 视情况而定  
Option D: 必须带  
Answer: A",A
391,非通用语种的外语听力考试使用什么设备播放？,130,"Option A: CD光盘  
Option B: 收音机  
Option C: 磁带  
Option D: 在线流媒体  
Answer: A",A
392,哪些考生在听力考试时不需要准备收音机？,130,"Option A: 非通用语种考生  
Option B: 梅山、大屯、张家洼考区的考生  
Option C: 梅山、大屯、张家洼考区的考生和非通用语种考生  
Option D: 所有考生  
Answer: C",C
393,考试时哪些证件可以作为有效身份证明？,131,"Option A: 居民身份证、社保卡、驾驶证、护照、军人证  
Option B: 居民身份证、电子身份证、驾驶证  
Option C: 临时身份证、社保卡、护照  
Option D: 驾驶证、军人证、学生证  
Answer: A",答案：A
394,有照片的社保卡能否作为考场入场证件？,131,"Option A: 可以  
Option B: 不可以  
Option C: 需学校批准  
Option D: 仅限临时身份证  
Answer: A",A
395,电子身份证是否被允许用于考试身份核验？,131,"Option A: 不允许  
Option B: 允许  
Option C: 视情况而定  
Option D: 需提前申请  
Answer: A",A
396,数学考试中禁止携带的计算器类型有哪些？,132,"Option A: 仅电子存储记忆功能的计算器  
Option B: 电子存储记忆功能和收发信息功能的计算器  
Option C: 图像显示功能和声音播放功能的计算器  
Option D: 电子存储记忆功能、收发信息功能和图像显示功能的计算器  
Answer: D",D
397,能否使用带有信息收发功能的计算器参加考试？,132,"Option A: 可以，只要没有存储功能  
Option B: 不可以  
Option C: 视情况而定  
Option D: 有时允许  
Answer: B",B
398,考试规定中不允许携带具备哪些功能的计算器？,132,"Option A: 电子存储记忆功能、收发信息功能、图像显示功能  
    Option B: 收发信息功能、图像显示功能、打印功能  
    Option C: 计算功能、语音播报功能  
    Option D: 基础运算功能、单位换算功能  
    Answer: A",答案：A
399,考生能否携带智能手表进入考场查看时间？,133,"Option A: 可以，因为需要查看时间  
Option B: 不可以，属于违禁品  
Option C: 需提前申请特殊许可  
Option D: 可以带非智能手表  
Answer: B",答案：B
400,考试时是否允许携带蓝牙耳机或其他通讯设备？,133,"Option A: 允许  
Option B: 不允许  
Option C: 只允许蓝牙耳机  
Option D: 视考场规定而定  
Answer: B",B
401,考点禁止考生随身携带的电子设备有哪些？,133,"Option A: 普通石英手表和耳机  
Option B: 手机和蓝牙耳机  
Option C: 智能手表和笔记本电脑  
Option D: 智能手环和计算器  
Answer: B",B
402,残疾考生携带的轮椅或拐杖需要通过额外安检吗？,134,"Option A: 需要  
Option B: 不需要  
Option C: 视情况而定  
Option D: 必须经特殊申请  
Answer: B",B
403,人工耳蜗和助听器等辅助设备能否顺利通过考场安检？,134,"Option A: 可以  
Option B: 不可以  
Option C: 需要额外审批  
Option D: 仅部分考场允许  
Answer: A",A
404,有特殊需求的考生携带辅助器具时会被安检禁止吗？,134,"Option A: 会  
Option B: 不会  
Option C: 视安检情况而定  
Option D: 仅限轮椅允许  
Answer: B",B
405,在校生和社会考生申请考场绿色通道的途径有什么区别？,135,"Option A: 在校生需向区招考机构申请，社会考生需向学校申请  
Option B: 在校生需向学校申请，社会考生需向区招考机构申请  
Option C: 两者均需直接向教育部申请  
Option D: 两者均无需提前申请，可直接携带设备入场  
Answer: B",B
406,哪些医疗辅助设备被允许带入特殊需求考生的考场？,135,"Option A: 带有无线信号传输功能的血糖仪和电子轮椅  
Option B: 无收发信号的血糖仪、助听器、拐杖、轮椅  
Option C: 备用药物和便携式氧气瓶  
Option D: 智能手表和蓝牙耳机  
Answer: B",B
407,往届生因身体不便需要携带轮椅进入考场，应该提前向哪里申请？,135,"Option A: 学籍所在学校  
Option B: 区招考机构  
Option C: 市招考机构  
Option D: 教育局  
Answer: B",B
408,听力障碍考生申请外语听力免试后，笔试部分的分数调整流程是怎样的？,136,"Option A: 实考分数乘以总分再除以去除听力后的总分  
Option B: 实考分数直接加上听力部分的满分  
Option C: 仅免除听力部分，其余分数不变  
Option D: 由考试机构另行评估决定  
Answer: A",答案：A
409,外语科目中免考听力的考生，笔试成绩如何折算为最终总分？,136,"Option A: 实考分数即为最终总分  
Option B: 实考分数乘以听力部分的分值比例  
Option C: 实考分数×外语总分/(总分-听力部分总分)  
Option D: 由考官根据试卷其他部分表现估算  
Answer: C",C
410,听力免试申请通过后，笔试部分的实际得分如何换算成外语科目总分？,136,"Option A: 实考分数直接作为总分  
Option B: 实考分数×（外语总分/去除听力部分总分）  
Option C: 实考分数×去除听力部分总分  
Option D: 实考分数+听力部分满分  
Answer: B",B
411,考试开始前提前作答会有什么后果？,137,"Option A: 口头警告  
Option B: 被记为违纪行为  
Option C: 考试成绩取消  
Option D: 没有任何后果  
Answer: B",B
412,考生是否能在监考老师宣布考试开始前动笔答题？,137,"Option A: 不可以  
Option B: 可以，只要拿到考卷就行  
Option C: 视情况而定  
Option D: 由监考老师决定  
Answer: A",A
413,必须等待什么信号才能开始考试答题？,137,"Option A: 开始  
Option B: 发卷  
Option C: 开考  
Option D: 结束  
Answer: C",C
414,本市高考改革后的考试结构是怎样的？,138,"Option A: 由高中学业水平等级性考试和统一文化考试两部分组成  
Option B: 仅由统一文化考试组成  
Option C: 由三个不同的考试部分组成  
Option D: 仍沿用""3+2""模式  
Answer: A",A
415,本市高考的“3+3”模式具体包含哪些考试？,138,"Option A: 高中学业水平等级性考试和普通高校招生统一文化考试  
Option B: 语数外三科考试和思想政治/历史/地理/物理/化学/生物任选三科考试  
Option C: 春季会考、夏季会考和秋季统考  
Option D: 文化课考试、体育测试和综合素质评价  
Answer: A",答案：A
416,本市的高中学业水平考试和高考招生考试如何组成？,138,"Option A: 仅由高中学业水平等级性考试组成  
Option B: 由高中学业水平等级性考试和普通高校招生统一文化考试两部分组成  
Option C: 由两次高中学业水平等级性考试组成  
Option D: 我不知道  
Answer: B",B
417,普通高中学业水平等级性考试共有多少门科目？,139,"Option A: 6门  
Option B: 3门  
Option C: 5门  
Option D: 4门  
Answer: A",A
418,等级性考试的具体科目包括哪些？,139,"Option A: 化学、物理、历史、地理、生物学  
Option B: 化学、思想政治、物理、历史、地理、生物学  
Option C: 语文、数学、英语、物理、化学、生物  
Option D: 化学、物理、历史  
Answer: B",B
419,考生在等级性考试中需要选择几门科目参加？,139,"Option A: 1门  
Option B: 3门  
Option C: 4门  
Option D: 6门  
Answer: B",B
420,普通高校招生统考的文化课包括哪些考试科目？,140,"Option A: 语文、数学、外语  
Option B: 语文、数学、物理  
Option C: 数学、外语、历史  
Option D: 语文、外语、地理  
Answer: A",答案：A
421,统考文化考试由哪些学科构成？,140,"Option A: 语文、数学、外语  
Option B: 语文、数学、物理  
Option C: 语文、数学、历史  
Option D: 数学、外语、政治  
Answer: A",A
422,高考文化统考的必考科目是什么？,140,"Option A: 语文、数学、外语  
Option B: 语文、数学  
Option C: 语文、数学、物理  
Option D: 所有科目  
Answer: A",A
423,本市高考外语科目共有多少种语言可选？,141,"Option A: 6种  
Option B: 5种  
Option C: 4种  
Option D: 7种  
Answer: A",A
424,考生在高考外语考试中可以选择哪些非英语的语种？,141,"Option A: 俄语、日语、法语  
Option B: 俄语、韩语、阿拉伯语  
Option C: 德语、西班牙语、意大利语  
Option D: 俄语、日语、法语、德语、西班牙语  
Answer: D",D
425,高考外语科目是否允许考生自选考试语种？,141,"Option A: 不允许  
Option B: 允许  
Option C: 只能选英语  
Option D: 由学校决定  
Answer: B",B
426,秋季考试中外语科目是否允许更换春考已选的语种？,142,"Option A: 不允许  
    Option B: 允许  
    Option C: 视具体情况而定  
    Option D: 需提前申请  
    Answer: A",答案：A
427,春考选定的外语语种在秋考中能修改吗？,142,"Option A: 不能  
Option B: 能  
Option C: 需要学校批准  
Option D: 视情况而定  
Answer: A",答案：A
428,春考和秋考的外语语种选择是否必须保持一致？,142,"Option A: 必须保持一致  
    Option B: 不必保持一致  
    Option C: 根据教育局通知调整  
    Option D: 可申请特殊修改  
    Answer: A",A
429,普通高校招生考试中，语文和数学科目的满分各是多少分？,143,"Option A: 语文120分，数学120分  
Option B: 语文150分，数学150分  
Option C: 语文140分，数学140分  
Option D: 语文150分，数学140分  
Answer: B",B
430,外语科目笔试（含听力）和听说测试的分数分别是多少？,143,"Option A: 140分和10分  
Option B: 130分和20分  
Option C: 10分和140分  
Option D: 150分和0分  
Answer: A",A
431,高考外语科目的总分是多少？具体分项如何分配？,143,"Option A: 总分140分，其中笔试130分，听说测试10分  
Option B: 总分150分，其中笔试（含听力）140分，听说测试10分  
Option C: 总分150分，其中笔试120分，听说测试30分  
Option D: 总分160分，其中笔试140分，听说测试20分  
Answer: B",B
432,政策类照顾加分申请的截止日期是什么时候？,144,"Option A: 2024年5月25日  
Option B: 2024年5月24日  
Option C: 2024年5月30日  
Option D: 2024年6月1日  
Answer: B",B
433,如何办理秋季高考的政策类照顾加分手续？,144,"Option A: 考生在考试当天直接提交加分证明  
Option B: 在2024年5月24日后向市教委提交申请  
Option C: 2024年5月24日前持加分证明到报名所在中学或区机构办理，并经过申报、审核和公示  
Option D: 仅需在网上填写申请即可  
Answer: C",C
