问题,来源,mc,筛选后问答对_筛选后三元组
特殊类型招生投档的录取结果何时可供考生查询？,303,"Option A: 考试结束后一周  
Option B: 在“上海招考热线”网站公布后  
Option C: 每年7月1日  
Option D: 由考生所在学校通知  
Answer: B",B
特招投档结果查询时间？,303,"Option A: 考试结束后一周内
Option B: 每年7月中旬
Option C: 以上海招考热线公告为准
Option D: 次日上午10点
Answer: C",C
参加特殊类型招生的考生，应通过何种渠道查询自己的投档录取结果？具体的查询时间和步骤是什么？,303,"Option A: 通过教育部考试中心官网查询，具体时间在考试结束后一周内
Option B: 登录“上海招考热线”网站首页的录取查询，具体时间和步骤以网站公告为准
Option C: 拨打当地教育考试院电话查询，步骤需要提供准考证号
Option D: 在报考院校官网查询，时间为投档后三个工作日内
Answer: B",B
特招的录取结果啥时候能查啊？得去哪查？,303,"Option A: 登录“上海招考热线”网站查询，具体时间以公告为准  
Option B: 考试结束后次日通过学校教务处查询  
Option C: 录取结果实时更新，需在教育部官网查看  
Option D: 电话咨询招考办，时间不确定  
Answer: A",答案：A
如何查询本科普通批次24个平行志愿的录取结果？,304,"Option A: 登录“上海招考热线”网站首页—录取查询
Option B: 通过考生所在学校官网查询
Option C: 拨打上海市教育考试院电话查询
Option D: 到上海市教育局现场查询
Answer: A",A
本科24个平行志愿录取结果在哪查？,304,"Option A: 上海招考热线网站
Option B: 中国高等教育学生信息网
Option C: 各高校招生官网
Option D: 教育部阳光高考平台
Answer: A",A
考生在本科普通批次填报了24个平行志愿后，应该通过什么方式查询最终的录取结果？具体操作流程是怎样的？,304,"Option A: 登录“上海招考热线”网站首页，点击录取查询
Option B: 拨打考试院电话查询
Option C: 直接前往上海市教育委员会现场查询
Option D: 通过电子邮件接收通知
Answer: A",A
哎，我想知道本科那24个平行志愿的录取结果该上哪儿查啊？,304,"Option A: 中国高等教育学生信息网
Option B: ""上海招考热线""网站
Option C: 所报考院校的官网
Option D: 上海市教育委员会官网
Answer: B",B
在本科普通批次录取中，当考生高考总分相同时，如何确定录取名次的先后顺序？,305,"Option A: 先比较外语成绩，再比较语文加数学成绩  
Option B: 先比较考生志愿顺序，再比较选考科目成绩  
Option C: 按语文加数学总分、语文或数学单科、外语、选考单科、选考次高科、志愿顺序排序  
Option D: 直接比较所有选考科目总成绩，高者优先  
Answer: C",C
高考同分录取规则是什么？,305,"Option A: 按语文加数学成绩、语文或数学单科成绩、外语成绩、选考科目单科成绩、次高选考科目成绩、志愿顺序依次比较
Option B: 按外语成绩、语文加数学成绩、选考科目单科成绩、语文单科成绩、志愿顺序依次比较
Option C: 按选考科目成绩、数学单科成绩、语文单科成绩、外语成绩、志愿顺序依次比较
Option D: 按志愿顺序、语文加数学成绩、外语成绩、选考科目单科成绩依次比较
Answer: A",答案：A
如果多名考生在高考中取得相同总分，学校会通过哪些具体步骤来比较并决定他们的录取名次？请说明各排序规则的优先级。,305,"Option A: 第1位序比较外语成绩，第2位序比较语文加数学成绩，第3位序比较选考科目次高科成绩，第4位序比较志愿顺序，第5位序比较语文或数学单科成绩，第6位序比较选考科目单科成绩  
Option B: 第1位序比较语文加数学成绩，第2位序比较语文或数学单科成绩，第3位序比较外语成绩，第4位序比较选考科目单科成绩，第5位序比较选考科目次高科成绩，第6位序比较志愿顺序  
Option C: 第1位序比较志愿顺序，第2位序比较选考科目单科成绩，第3位序比较外语成绩，第4位序比较语文加数学成绩，第5位序比较语文或数学单科成绩，第6位序比较选考科目次高科成绩  
Option D: 第1位序比较选考科目次高科成绩，第2位序比较语文或数学单科成绩，第3位序比较外语成绩，第4位序比较语文加数学成绩，第5位序比较志愿顺序，第6位序比较选考科目单科成绩  
Answer: B",B
要是高考分数和别人一样，录取顺序怎么排？是按单科成绩比吗？,305,"Option A: 不是，直接比较考生志愿顺序  
Option B: 是的，依次比较语文数学总分、单科成绩、外语等  
Option C: 不是，随机决定录取顺序  
Option D: 是的，仅比较外语和选考科目成绩  
Answer: B",B
"""若考生在本科普通批次录取结果中未查询到个人信息，是否表示已被退档或脱档？""",306,"Option A: 不是  
Option B: 是的  
Option C: 需等待后续通知  
Option D: 可能未被录取  
Answer: B",B
"""没查到本科录取结果=退档吗？""",306,"Option A: 是的  
Option B: 不是  
Option C: 不一定  
Option D: 需咨询学校  
Answer: A",A
"""如果考生达到本科线但在普通批次录取结果中未显示信息，是否意味着被退档或脱档？后续还能参加征求志愿吗？""",306,"Option A: 是，不能参加  
Option B: 否，可以参加  
Option C: 是，可以参加  
Option D: 否，不能参加  
Answer: C",B
"""我本科批查不到录取结果，是不是被退档了啊？还能不能补报志愿？""",306,"Option A: 是的，可以参加征求志愿录取  
Option B: 不是，系统延迟导致  
Option C: 不能补报，需等待下一年  
Option D: 未被退档，但需重新填报  
Answer: A",答案：A
如何查询第一批未完成招生计划的院校在征求志愿阶段的信息？,307,"Option A: 拨打当地教育局电话咨询  
Option B: 前往当地教育局现场查询  
Option C: 访问上海招考热线网站的相关栏目  
Option D: 查看所报考院校的官网通知  
Answer: C",C
征求志愿院校未招满信息查询途径？,307,"Option A: 上海招考热线网站秋季高考栏目  
Option B: 省教育考试院官方公众号  
Option C: 各院校教务处网站  
Option D: 拨打教育局热线电话  
Answer: A",A
作为2023年高考生，若想了解第一批未招满计划的院校在征求志愿阶段的补录信息，应通过哪些官方渠道获取？,307,"Option A: 上海市教育考试院上海招考热线网站（www.shmeea.edu.cn）首页—高考学考—秋季高考栏目  
Option B: 国家教育部官网（www.moe.gov.cn）招生考试专栏  
Option C: 上海市教育考试院微信公众号发布的推送  
Option D: 直接电话咨询各高校招生办公室  
Answer: A",答案：A
哎，第一批志愿没招满的学校信息该去哪儿查啊？有没有官方通知啊？,307,"Option A: 国家教育部官网  
Option B: 上海市教育考试院上海招考热线网站  
Option C: 所在学校教务处公告  
Option D: 拨打教育局电话咨询  
Answer: B",B
本科录取控制分数线上未被录取的考生填报本科普通批次第一次和第二次征求志愿的具体时间是什么？录取结果何时可以查询？,308,"Option A: 第一次填报7月26日9:00-13:00，查询7月27日；第二次填报7月24日9:00-13:00，查询7月25日  
Option B: 第一次填报7月24日9:00-13:00，查询7月25日；第二次填报7月26日9:00-13:00，查询7月27日  
Option C: 第一次填报7月24日9:00-15:00，查询7月25日；第二次填报7月26日9:00-15:00，查询7月27日  
Option D: 两次填报均为7月24日9:00-13:00，查询均为7月25日  
Answer: B",B
征求志愿填报及结果查询时间？,308,"Option A: 第一次填报7月24日9:00-13:00，查询7月25日；第二次填报7月26日9:00-13:00，查询7月27日  
Option B: 第一次填报7月25日，查询7月24日；第二次填报7月27日，查询7月26日  
Option C: 第一次填报7月26日，查询7月27日；第二次填报7月24日，查询7月25日  
Option D: 所有填报和查询时间均需电话咨询  
Answer: A",A
若考生达到本科录取控制分数线但未被录取，后续应如何安排填报本科普通批次的第一次和第二次征求志愿？具体的填报时间段和对应的录取结果查询时间分别是什么？是否需要关注特定平台的通知？,308,"Option A: 填报第一次征求志愿时间为7月25日9:00-13:00，查询时间为7月24日起；第二次填报时间为7月27日9:00-13:00，查询时间为7月28日起，无需关注特定平台  
Option B: 填报第一次征求志愿时间为7月24日14:00-18:00，查询时间为7月26日起；第二次填报时间为7月26日14:00-18:00，查询时间为7月28日起，需关注教育部官网  
Option C: 填报第一次征求志愿时间为7月24日9:00-13:00，查询时间为7月25日起；第二次填报时间为7月26日9:00-13:00，查询时间为7月27日起，无需关注通知  
Option D: 填报第一次征求志愿时间为7月24日9:00-13:00，查询时间为7月25日起；第二次填报时间为7月26日9:00-13:00，查询时间为7月27日起，需关注上海招考热线网站通知  
Answer: D",D
哎，本科线过了但没被录的话，第一次和第二次征求志愿啥时候填啊？结果大概哪天能查得到？,308,"Option A: 第一次7月24日填报，7月25日查；第二次7月26日填报，7月27日查  
Option B: 第一次7月25日填报，7月26日查；第二次7月27日填报，7月28日查  
Option C: 第一次7月24日填报，7月26日查；第二次7月26日填报，7月28日查  
Option D: 第一次7月23日填报，7月24日查；第二次7月25日填报，7月26日查  
Answer: A",A
